dialog,movie,character,_id
The man who can wield the power of this sword can summon to him an army more deadly than any that walks this earth. Put aside the Ranger. Become who you were born to be 'nen i-Estel Edain.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcc8),ObjectId(5cd96e05de30eff6ebcce958)
'-chebin Estel anim.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcce959)
I didn't think they would find any livery that would fit me.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce95a)
It once belonged to a young boy of the city. A very foolish one who wasted many hours slaying dragons instead of attending his studies.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce95b)
This was yours?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce95c)
"Yes, it was mine. My father had it made for me.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce95d)
Get back there and smash it down!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdecb6dc0baeae48cfa96),ObjectId(5cd96e05de30eff6ebcce95e)
But nothing can breach it!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcce95f)
It was well done. A generous deed should not be checked with cold counsel. You are to join the tower guard.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce960)
What were you thinking Peregrin Took? What service can a Hobbit offer such a great lord of men?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce961)
"Grond, Grond, Grond, Grond, Grond!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcce962)
"Grond, Grond, Grond, Grond!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcce963)
Eowyn',ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcce964)
Why are you doing this? The war lies to the East. You cannot leave on the eve of battle. You cannot abandon the men.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdecb6dc0baeae48cfa59),ObjectId(5cd96e05de30eff6ebcce965)
Grond will breach it! Bring out the wolf's head.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdecb6dc0baeae48cfa96),ObjectId(5cd96e05de30eff6ebcce966)
We need you here.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdecb6dc0baeae48cfa59),ObjectId(5cd96e05de30eff6ebcce967)
I have wished you joy since first I saw you.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcce968)
Just where do you think you're off to?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebcce969)
Not this time. This time you must stay Gimli.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcce96a)
Hmmmm,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebcce96b)
Have you learnt nothing of the stubbornness of dwarves?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd81),ObjectId(5cd96e05de30eff6ebcce96c)
You might as well accept it. We're going with you laddie. Aragorn smiles.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebcce96d)
Do you not know?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdecb6dc0baeae48cfa59),ObjectId(5cd96e05de30eff6ebcce96e)
It is but a shadow and a thought that you love. I cannot give you what you seek.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcce96f)
He leaves because there is no hope.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0e),ObjectId(5cd96e05de30eff6ebcce970)
He leaves because he must.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe19),ObjectId(5cd96e05de30eff6ebcce971)
"Well, I'm taller than you were then. Though, I'm not likely to grow anymore, except sideways.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce972)
Why have you come?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcce973)
"What's happening, where is he going? I don't understand. Lord Aragorn! Why does he leave on the eve of battle?",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcce974)
"It never fitted me either. Boromir was always the soldier. They were so alike he and my father. Proud, stubborn even, but strong.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce975)
I think you have strength of a different kind. And one day your father will see it.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce976)
And I shall not forget it! nor fail to reward that which is given. Fealty with love. Valour with honour. Disloyalty with vengeance. I do not think we should so lightly abandon the outer defences. Defences that your brother long held intact.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce977)
What would you have me do?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce978)
I will not yield the River and Pellenor unfought. Osgiliath must be retaken.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce979)
My lord Osgiliath is over run.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce97a)
Much must be risked in war.   Is there a Captain here who still has the courage to do his lord's will?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce97b)
You wish now that our places had been exchanged. That I had died and Boromir had lived.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce97c)
"Here do I swear fealty and service to Gondor in peace or war, in living or dying, from, ' from this hour henceforth until my lord release me or death take me.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce97d)
"No, we cannot. But we will meet them in battle nonetheless.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe19),ObjectId(5cd96e05de30eff6ebcce97e)
"I have left instruction. The people are to follow your rule in my stead. Take up my seat in the Golden Hall. Long may you defend Edoras, if the battle goes ill.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe19),ObjectId(5cd96e05de30eff6ebcce97f)
What other duty would you have me do my lord?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce980)
"Duty? No. I would have you smile again, not grieve for those whose time has come. You shall live to see these days renewed, ' and no more despair",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe19),ObjectId(5cd96e05de30eff6ebcce981)
"Yes, I wish that.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce982)
"Since you are robbed of Boromir I will do what I can in his stead. If I should return, think better of me father.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce983)
To few have come. We cannot defeat the armies of Mordor.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0e),ObjectId(5cd96e05de30eff6ebcce984)
"Sneaking? Sneaking? Fat Hobbit is always so polite. Smeagol shows them secret ways that nobody else could find and they say 'sneak!' Sneak? Very nice friend, oh yes my precious very nice, very nice!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce985)
Alright! Alright! You just startled me is all. What were you doing?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce986)
Sneaking.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce987)
"Fine, have it your own way. I'm sorry to wake you Mr Frodo but we have to be moving on.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce988)
It's dark still.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce989)
It's always dark here. It's gone! The elven bread!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce98a)
Ech!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce98b)
What? That's all we have left!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce98c)
We can't hold them. The city is lost.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdf477ed9587226e7949b),ObjectId(5cd96e05de30eff6ebcce98d)
What are you up to? Sneaking off are we?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce98e)
That will depend on the manner of your return.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce98f)
He took it. He must have.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce990)
"Smeagol? No, no, not poor Smeagol. Smeagol hates nasty elf bread.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce991)
You're a lying rat! What did you do with it?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce992)
He doesn't eat it. He can't have taken it.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce993)
"Look, what's this? , Crumbs on his jacketses. He took it!He took it! I've seen him, he's always stuffing his face when master's not looking.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce994)
"That's a filthy lie! You stinking, two faced sneak!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce995)
Tell the men to break cover. We ride for Minas Tirith.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce996)
Nazg'l!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc95),ObjectId(5cd96e05de30eff6ebcce997)
Take cover! Nazgul! Fall back. Fall back to Minas Tirith!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce998)
Stop it!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce999)
I'll kill him!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce99a)
Call me',ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce99b)
"Sam, no!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce99c)
"No. No you're not all right, you're exhausted. It's that Gollum. It's this place. It's that thing around your neck. I could help a bit. I could carry it for a while, carry it for a while, I could carry it! I could carry it! Share the load! Share the load! Share the load!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce99d)
Get away!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce99e)
Fall back! Retreat! Retreat! Run for your lives!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce99f)
The age of men is over. The time of the Orc has come.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdecb6dc0baeae48cfa96),ObjectId(5cd96e05de30eff6ebcce9a0)
I'm all right.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9a1)
"Oh my!  I'm sorry. I didn't mean it to go so far. I was just so, so angry! Here just' let's just rest a bit.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9a2)
Keep going. It's the Nazgul. Take cover my lord. It's coming.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcce9a3)
Sam!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9a4)
Its Mithrandir! The White Rider!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcce9a5)
Foreseen and done nothing!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9a6)
Faramir? This is not the first Halfling to have crossed your path.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9a7)
Pull!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcce9a8)
Mithrandir! They broke through our defences. They've taken the bridge and the West bank. Battalions of Orcs are crossing the river.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce9a9)
It is as the Lord Denethor predicted! Long has he foreseen this doom!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd9d5cf844dc4c55e47aff0),ObjectId(5cd96e05de30eff6ebcce9aa)
You've seen Frodo and Sam?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce9ab)
No.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce9ac)
Where? When?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9ad)
I don't want to keep it. I just want to help.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9ae)
See? See? He wants it for himself.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9af)
Shut up you! Go away! Get out of here!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9b0)
No Sam! It's you! I'm sorry Sam.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9b1)
But he's a liar! He's poisoned you against me.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9b2)
You can't help me any more.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9b3)
You don't mean that.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9b4)
Go home.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9b5)
Can you sing Master Hobbit?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce9b6)
"well, yes. At least well enough for my own people. But we have no songs for great halls and evil times.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce9b7)
"Sauron's wrath will be terrible, his retribution swift.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9b8)
The battle for Helm's Deep is over. The battle for Middle-earth is about to begin.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9b9)
(looking back out to Mordor) All our hopes now lie with two little Hobbits...,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9ba)
"In Ithilien. Not two days ago. Gandalf, they're taking the road to the Morgul vale.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce9bb)
"Where does my allegiance lie if not here? This is the city of the men of N'menor. I will gladly give my life to defend her beauty, her memory, her wisdom.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce9bc)
What does that mean? What's wrong? He looks at Gandalf.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce9bd)
Faramir! Faramir! Your father's will has turned to madness. Do not throw away your life so rashly.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9be)
Your father loves you Faramir. He will remember it before the end.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9bf)
And then the pass of Cirith Ungol.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9c0)
"What you judged to be right! You sent the Ring of power into Mordor in the hands of a witless Halfling! It should have been brought back to the citadel to be kept safe. Hidden. Dark and deep in the vaults' not to be used. unless, at the uttermost end of need.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce9c1)
I would not use the Ring. Not if Minas Tirith were falling in ruin and I alone could save her.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce9c2)
Ever you desire to appear lordly and gracious as a King of old.  Boromir would have remembered his father's need.  He would have brought me a kingly gift,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce9c3)
Boromir would not have brought the Ring.  He would have stretched out his hand to this thing and taking it he would have fallen.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce9c4)
This is how you would serve your city? You would risk its utter ruin?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce9c5)
I did what I judged to be right.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce9c6)
"And why should your songs be unfit for my halls? Come, sing me a song.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce9c7)
"Home is behind, The world ahead, And there are many paths to tread, Through shadow, to the edge of night, Until the stars are all alight. Mist and shadow cloud and shade, All shall fade, All shall, 'fade.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcce9c8)
Faramir tell me everything. Tell me all you know.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9c9)
"March, march!  March, march march!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcce9ca)
...somewhere in the wilderness.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcce9cb)
I wonder if we'll ever be put into songs or tales.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9cc)
What?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9cd)
"I wonder if people will ever say, ""Let's hear about Frodo and the Ring."" And they'll say, ""Yes! That's one of my favourite stories."" ""Frodo was really courageous, wasn't he, Dad? "" ""Yes, my boy. The most famousest of Hobbits. And that's saying a lot.""",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9ce)
"Well, you've left out one of the chief characters: ""Samwise the Brave."" I want to hear more about Sam.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9cf)
Frodo wouldn't have got far without Sam.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9d0)
Smeagol?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9d1)
So was l.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcce9d2)
Master. Master looks after us. Master wouldn't hurt us.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9d3)
"Now, Mr. Frodo, you shouldn't make fun. I was being serious.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9d4)
"Don't ask Smeagol. Poor, poor Smeagol.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9d5)
"""Samwise the Brave.""",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9d6)
Master broke his promise.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9d7)
You know nothing of this matter!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce9d8)
We're not going to wait for you. Come on.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9d9)
Father?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce9da)
My son! Leave me!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce9db)
Careful master! Careful.  Very far to fall. Very dangerous are the stairs.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9dc)
Come master.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9dd)
Come to Smeagol.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9de)
Mr Frodo! Get back you! Don't touch him.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcce9df)
Master betrayed us. Wicked. Tricksy. False. We ought to wring his filthy little neck. Kill him! Kill him! Kill them both! And then we take the precious......and we be the master!,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9e0)
He would have kept it for his own. And when he returned you would not have known your son.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfcef),ObjectId(5cd96e05de30eff6ebcce9e1)
Send forth all legions. Do not stop the attack until the city is taken.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd9d576844dc4c55e47afee),ObjectId(5cd96e05de30eff6ebcce9e2)
Boromir was loyal to me!  Not some wizard's pupil.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcce9e3)
"Why does he hates poor Smeagol? What has Smeagol ever done to him? Master? ,Master carries a heavy burden Smeagol knows, heavy heavy burden. Fat one cannot know.  He wants it. He needs it. Smeagol sees it in his eye. Very soon he will ask you for it. You will see.  The fat one will take it from you!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9e4)
"But the fat Hobbit, he knows. Eyes always watching.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcce9e5)
